[1, '虎斑幼犬活体大型广西土猎狗赶山猎犬活物幼崽真狗大骨架混血家养', ['宠物 宠物食品 狗零食']]
[4326, '【婶子专属】日抛 Kilala可啦啦星球玻尿酸系列美瞳10片装【zb】', ['运动健康 眼镜 隐形眼镜']]
[4327, '日抛 Kilala可啦啦烟语系列美瞳10片装【J】', ['运动健康 眼镜 隐形眼镜']]
[4328, '【crush专属】拉拜诗月抛「伞语系列」彩色美瞳3片装', ['运动健康 眼镜 隐形眼镜']]
[4329, '【赤木专享】T-Garden日本美瞳Flanmy日抛10片装', ['运动健康 眼镜 隐形眼镜']]
[4330, 'POPMagic日抛10片装大师之作系列美瞳彩色近视眼镜', ['运动健康 眼镜 隐形眼镜']]
[4331, '男士沙滩裤 短款时尚速干海滩裤 海边旅行度假 休闲居家宽松裤衩', ['服装 男装 男士休闲裤']]
[4332, '男士拼色潮流三角低腰性感游泳裤比基尼沙滩短裤', ['运动健康 游泳运动 男士泳衣']]
[4333, '宽松短裤男韩版潮流学生五分裤夏季沙滩裤衩港风潮牌ins篮球运动', ['服装 男装 男士运动裤']]
[4334, '2020新品 健美乐男士泳裤专业训练五分简约线条速干游泳裤', ['运动健康 游泳运动 男士泳衣']]
[4335, '泳裤男防尴尬宽松速干男士游泳裤平角泳衣沙滩裤温泉冲浪装备', ['运动健康 游泳运动 男士泳衣']]
[4336, '超仙女范游泳衣女三件套2021新款夏显瘦比基尼性感温泉泳装罩衫裙', ['运动健康 游泳运动 女士泳衣']]
[4337, '连体泳衣女两件套长袖防晒保守性感露背游泳装显瘦聚拢钢托ins', ['运动健康 游泳运动 女士泳衣']]
[4338, '高档连体泳衣女加肥加大小清新保守修身显瘦遮肚温泉沙滩平角游泳', ['运动健康 游泳运动 女士泳衣']]
[4339, '韩国分体潜水服速干拉链防晒水母衣男女长袖游泳衣冲浪服情侣套装', ['运动健康 体育用品 潜水']]
[4340, '连体遮肚小胸保守裙式游泳衣泳装女', ['运动健康 游泳运动 女士泳衣']]
[4341, '梁萌防水防滑六角镂空网格卫生间防滑垫浴室浴池游泳池宾馆舞台', ['运动健康 游泳运动 其它-游泳运动']]
[4342, '【夏日优选】夏季水上充气浮床吊床游泳装备热可折叠靠背浮排水', ['运动健康 户外装备 充气床']]
[4343, '浮板浮椅游泳装备浮床躺椅水上用品浮排嬉水漂浮浮板泳圈浮力棒', ['运动健康 游泳运动 其它-游泳运动']]
[4344, '游泳包女干湿分离健身包防水沙滩收纳双肩背包运动装备旅行便携男', ['运动健康 游泳运动 其它-游泳运动']]
[4345, ' 硅胶泳帽男女长发护耳可爱时尚天鹅印花游泳帽防水不勒头', ['运动健康 游泳运动 泳帽']]
[4346, '儿童泳镜大框防水防雾高清潜水护目镜学生幼儿园男童女童游泳装备', ['运动健康 游泳运动 泳镜']]
[4347, '游泳呼吸神器潜水眼镜带呼吸镜浮潜三宝装备全干式管器套装成人儿', ['运动健康 游泳运动 泳镜']]
[4348, '儿童泳镜不起雾男童女童宝宝游泳眼镜防水防雾电镀高清大框潜水镜', ['运动健康 游泳运动 泳镜']]
[4349, '【夏日优选】泳裤男成人游泳衣男士平角速干游泳裤大码泳裤泳镜', ['运动健康 游泳运动 男士泳衣']]
[4350, '大框泳镜女近视高清防水防雾游泳眼镜泳帽套装男儿童护目装备', ['运动健康 游泳运动 泳镜']]
[4351, '夏日儿童泳衣女 女孩分体裙式泳装 中大童运动款可爱公主游泳衣', ['母婴 童装童鞋 其它-童装童鞋']]
[4352, '浴巾女可穿可裹斗篷式带帽大人浴袍浴裙穿衣式比纯棉吸水速干游泳', ['家居家装 家纺 毛巾浴巾']]
[4353, '游泳馆可爱婴儿泳裤婴幼儿童泳衣可洗母婴防水舒适女男宝宝0-3岁', ['母婴 童装童鞋 其它-童装童鞋']]
[4354, '儿童泳帽泳镜套装男童女童防雾防水小孩高清透明专业游泳镜', ['母婴 童装童鞋 配饰']]
[4355, '【爆款】泳帽男防水游泳帽男士舒适不勒头布帽护耳帽成人温泉帽子', ['运动健康 游泳运动 泳帽']]
[4356, '安踏polo衫男款翻领商务体恤2022新款夏装上衣男士952228116', ['运动健康 运动服 POLO衫']]
[4357, '南极人健身套装私人教练紧身游泳篮球训练服polo衫男女定制印logo', ['运动健康 健身训练 健身服']]
[4358, 'FILA FUSION 斐乐潮牌男子短袖POLO衫2022夏季新品T11M123101', ['运动健康 运动服 POLO衫']]
[4359, '高档健身POLO衫短袖男运动跑步翻领速干弹力训练衣服私人教练服定', ['运动健康 运动服 POLO衫']]
[4360, 'FILA 斐乐官方男子运动POLO衫 2021年夏季新款时尚休闲POLO衫', ['运动健康 运动服 POLO衫']]
[4361, 'FILA FUSIONxWM白山联名针织短袖衫2021夏季休闲T恤女T11W127108F', ['运动健康 运动服 T恤']]
[4362, '瑜伽服上衣女夏季宽松晨跑步健身短袖速干休闲性感显瘦运动t恤', ['运动健康 健身训练 健身服']]
[4363, '特步男子短袖T恤2021夏季运动休闲透气男士短袖上衣980229010151', ['运动健康 运动服 T恤']]
[4364, '【louis vuitton】lv海洋生物短袖 s码 无配件 污渍 95新 5480', ['箱包饰品 饰品 帽子']]
[4365, '【adidas折扣】阿迪达斯男子运动T恤GD5912', ['运动健康 运动服 T恤']]
[4366, '运动背心瑜伽健身服女宽松外穿长款夏网红速干衣训练透气跑步罩衫', ['运动健康 运动服 背心']]
[4367, '运动文胸防震聚拢定型防下垂跑步内衣背心式瑜伽服健身bar', ['运动健康 运动服 运动内衣']]
[4368, 'ukkeux运动背心女外穿健身宽松短款瑜伽服背心夏网红罩衫无袖', ['运动健康 运动服 背心']]
[4369, '【滔达体育】耐克NIKE2022新款无袖背心运动休闲/AR6070-100', ['运动健康 运动服 背心']]
[4370, 'Sumday 一体式运动背心女带内衣宽松跑步健身T裇拼纱速干瑜伽背心', ['运动健康 运动服 背心']]
[4371, '【滔达体育】耐克外套男装针织运动服连帽夹克/CK1910-010', ['运动健康 运动服 夹克']]
[4372, '安踏运动外套女2021春季新款针织连帽开衫上衣官网旗舰/162047748', ['运动健康 运动服 针织衫']]
[4373, '【共享】阿迪达斯女装运动休闲夹克外套 EH3848', ['运动健康 运动服 夹克']]
[4374, '小麦班集 连帽长袖运动外套女户外跑步上衣训练速干衣健身服', ['运动健康 户外服 速干衣裤']]
[4375, '21年蜘蛛棉服外套', ['服装 女装 女士棉衣']]
[4376, '匹克棉马夹女士2021冬季新款运动跑步马甲背心外套保暖上衣女', ['运动健康 运动服 马甲']]
[4377, '乔丹女士马甲', ['服装 女装 女士马甲']]
[4378, '环保慈善背心订制旅游高端公益马甲定制印字logo定做四季图案服务', ['虚拟用品 生活服务 生活服务']]
[4379, '二妮推荐高品质机车马甲', ['服装 女装 女士马甲']]
[4380, '安德玛UA男子拉链开衫高领保暖运动马甲1366096', ['运动健康 运动服 马甲']]
[4381, '秋冬款新款防水透气商务休闲运动棉服外套/22-613', ['运动健康 运动服 棉服']]
[4382, '【Nike专场】耐克男子秋冬款运动中长款保暖棉服CW6767-010', ['运动健康 运动服 棉服']]
[4383, '美式复古男女潮牌字母运动上衣速干透气棉衣中长款棉服外套', ['运动健康 运动服 棉服']]
[4384, '阿根廷国家队商品丨新款冲锋衣棉服防雨水防风运动外套梅西足球迷', ['运动健康 运动服 运动风衣']]
[4385, '阿迪达斯官网新年款女装冬季运动棉服  adidas neo H52960', ['运动健康 运动服 棉服']]
[4386, '李宁新品羽毛球服短袖运动上衣男款速干T恤比赛衣服AAYQ305', ['运动健康 运动服 乒羽网服']]
[4387, '羽毛球服套装男女运动短裤裙跑步健身乒乓球男士五分裤衩速干透气', ['运动健康 运动服 乒羽网服']]
[4388, '李宁正品羽毛球男子比赛服夏季运动球服短袖舒适凉爽上衣AAYN171', ['运动健康 运动服 乒羽网服']]
[4389, '秋冬情侣运动外套尤尼克长袖羽毛球服女长裤套装YONE团购定制', ['运动健康 运动服 乒羽网服']]
[4390, '李宁羽毛球服男款短袖t恤运动服丹麦世锦赛比赛服AAYJ123', ['运动健康 运动服 乒羽网服']]
[4391, '3/5双袜子男中袜运动风高帮黑白色长袜女经典百搭纯色防臭棉袜潮', ['服装 女士内衣 袜子']]
[4392, 'P-C字母袜子中筒袜日系INS潮运动堆堆长袜', ['服装 女士内衣 袜子']]
[4393, '《拍1发3》亏米福利款~男女袜休闲运动棉袜3双装', ['服装 女士内衣 袜子']]
[4394, '新品秋冬21aw Human黄绿爱心刺绣棉运动中筒短筒袜子男女ins潮袜', ['服装 女士内衣 袜子']]
[4395, 'bc Burberry 巴宝莉 彩虹格纹长袖衬衫 XS码/95新/无配件 bc11828', ['服装 女装 女士衬衫']]
[4396, '夏季薄款2022韩国绒运动套装大码女装短袖短裤女套装女夏装女夏天', ['运动健康 运动服 套装']]
[4397, '2022夏季新款潮流青少年长裤套装', ['服装 女装 女士其它']]
[4398, '250斤春秋2021新款胖妹妹休闲运动服套装洋气减龄胖mm大码两件套', ['运动健康 运动服 套装']]
[4399, '瑜伽服运动服套装女健身房跑步速干衣专业健身服女休闲两件套夏季', ['运动健康 健身训练 健身服']]
[4400, '纯棉吸汗休闲运动服套装女夏新款大码宽松学生短袖短裤跑步两件套', ['运动健康 运动服 套装']]
[4401, '刺绣小熊卫裤女2021年秋季新款束脚裤高腰宽松显瘦运动休闲哈', ['服装 女装 女士休闲裤']]
[4402, '2022爆款休闲运动裤子女春季年新款显瘦潮条纹卫裤束脚直筒哈', ['运动健康 运动服 卫裤']]
[4403, '华夫格男款宽松休闲卫裤运动束脚裤', ['运动健康 运动服 卫裤']]
[4404, '奔跑RBC加厚卫裤21222', ['运动健康 运动服 卫裤']]
[4405, '棉质男士卫裤九分裤加绒裤2021秋冬新款韩版工装裤男运动男', ['运动健康 运动服 卫裤']]
[4406, 'Adidas/阿迪达斯女装2020秋季新款运动休闲风衣外套 FK9950', ['运动健康 运动服 运动风衣']]
[4407, '鸿星尔克女装新款运动外套女防晒衣休闲风衣 12220182421', ['运动健康 运动服 运动风衣']]
[4408, '阿迪达斯官网adidas neo M FAV ANY WB 2 运动防风衣 GP5651', ['运动健康 运动服 运动风衣']]
[4409, '361女装2021秋季新款秋装上衣绒里风衣加绒加厚长袖运动外套女', ['运动健康 运动服 运动风衣']]
[4410, 'AL华晨宇同款李宁CF MARS风衣男女防风长袖连帽外套运动服AFDRA24', ['运动健康 运动服 运动风衣']]
[4411, '[云趣]ins新款灰黑阔腿运动裤女春秋港风宽松时尚直筒夏高腰', ['运动健康 运动服 运动裤']]
[4412, '【古阿新】原创锦鲤鲲刺绣中国风国潮新疆国棉男女款运动小脚潮裤', ['运动健康 运动服 运动裤']]
[4413, '李宁2022年春季新款秋季运动休闲裤', ['运动健康 运动服 运动裤']]
[4414, '准者运动休闲长裤收脚裤跑步大码宽松透气收口束脚男士拉链小脚裤', ['运动健康 运动服 运动裤']]
[4415, '弹力螺纹袖口领口服棉衣运动裤脚加厚松紧边罗纹辅料布料', ['运动健康 运动服 运动裤']]
[4416, 'MaiaActive 不插垫 前拉链高强防震可调节运动内衣 212BR025', ['运动健康 运动服 运动内衣']]
[4417, 'D马甲线收腹系列运动内衣女聚拢健身运动文胸#F2021Y044', ['运动健康 运动服 运动内衣']]
[4418, '【新品】运动内衣女防震聚拢防下垂跑步带胸垫瑜伽文胸', ['运动健康 运动服 运动内衣']]
[4419, '【5月新品】运动内衣跑步聚拢定型文胸无钢托专业健身瑜伽背心', ['运动健康 运动服 运动内衣']]
[4420, 'La Nikar单肩运动文胸带胸垫美背瑜伽背心吸汗健身内衣B0231', ['运动健康 运动服 运动内衣']]
[4421, '冰袖防晒女开车手袖薄款袖套夏季防紫外线冰丝骑车运动护臂男袖子', ['运动健康 户外装备 户外防晒']]
[4422, '触屏加绒手套冬季保暖防寒男士骑车毛线防寒女学生秋冬季保暖情侣', ['箱包饰品 饰品 手套']]
[4423, '护训练男女健身透气运动护具护腕防滑薄款举重单杠器械手套手掌', ['运动健康 健身训练 运动护具']]
[4424, 'FlipBelt飞比特拉链款跑步运动腰带+330ml运动水壶', ['运动健康 运动服 运动配饰']]
[4425, '夏季原宿袖套薄款护臂女复古露指字母印花冰丝运动防晒手套男士潮', ['运动健康 户外装备 户外防晒']]
[4426, 'FILA 【GOLF】夏季新款高尔夫运动连衣裙/女【A11W225316F】', ['运动健康 运动服 运动裙']]
[4427, '31号女士蕾丝运动风半身裙 0088', ['运动健康 运动服 运动裙']]
[4428, 'FILA斐乐倪妮同款连衣裙女22夏时尚知性V领运动连衣裙F11W221313F', ['运动健康 运动服 运动裙']]
[4429, 'HONMA2022新款服饰女子短裙运动裙撞色结织带装饰', ['运动健康 运动服 运动裙']]
[4430, 'FILA斐乐新款半身裙W138305', ['运动健康 运动服 运动裙']]
[4431, 'FILAx Marcelo Burlon 联名男女同款连帽卫衣T11U148208F', ['运动健康 运动服 运动卫衣']]
[4432, 'Skechers斯凯奇情侣新款男女加绒针织百搭运动套头卫衣L321U170', ['运动健康 运动服 运动卫衣']]
[4433, '李宁运动服 新款外套春秋装男女夹克服套头连帽宽松运动卫衣', ['运动健康 运动服 夹克']]
[4434, '男装春秋季卫衣男连帽衫运动休闲长袖上衣宽松休闲防风男士外套', ['运动健康 运动服 运动卫衣']]
[4435, 'FILA斐乐女子套头卫衣时尚休闲简约潮流套头圆领卫衣A11W141211F', ['运动健康 运动服 运动卫衣']]
[4436, '【清仓福利】UMBRO茵宝冬季新款男子时尚百搭短款运动羽绒服', ['运动健康 运动服 羽绒服']]
[4437, '361羽绒服男2020冬季新款冬装上衣连帽运动外套-4312-ZP', ['运动健康 运动服 羽绒服']]
[4438, '安踏儿童时尚短款羽绒服风衣A35845915-1', ['母婴 童装童鞋 童装']]
[4439, 'Puma/彪马羽绒服男厚外套2021冬季新款保暖连帽运动服|530026-01', ['运动健康 运动服 羽绒服']]
[4440, '【江疏影同款】 FILA 斐乐女士羽绒服2021年冬季新款加厚保暖外套', ['运动健康 运动服 羽绒服']]
[4441, '羽绒裤男女款冬季户外防风防水登山裤潮流小脚休闲大码宽松运动裤', ['服装 男装 男士羽绒裤']]
[4442, '早风三防易去污防风保暖羽绒裤', ['服装 女装 女士羽绒裤']]
[4443, 'SC91523极寒系列 男士加厚鹅绒户外防风防雨多口袋滑雪羽绒裤8018', ['服装 男装 男士羽绒裤']]
[4444, '御上袍冬季爸爸保暖羽绒裤男士防风户外运动外穿长裤子冬装-999', ['服装 男装 男士羽绒裤']]
[4445, 'jeep吉普户外羽绒裤男保暖防风防水裤子运动耐磨透气秋冬加厚长裤', ['服装 男装 男士羽绒裤']]
[4446, 'CD#NK 运动生活系列 针织套头衫 女 CU5677201', ['运动健康 运动服 针织衫']]
[4447, 'FILA 高圆圆同款女子2021时尚休闲毛衣F11W148405F', ['运动健康 运动服 针织衫']]
[4448, 'FILA 高圆圆同款编织衫2021秋季新款圆领满印运动衫F11W131403F', ['运动健康 运动服 针织衫']]
